-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
0,5
0,6
0,7
-1,-1
-1,-1
-1,-1
-1,-1
1,4
-1,-1
1,6
5,3
-1,-1
-1,-1
-1,-1
-1,-1
0,2
1,5
1,5
2,0
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
1,7
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
6,7
-1,-1
-1,-1
-1,-1
-1,-1
6,4
-1,-1
-1,-1
-1,-1
6,0
6,1
6,2
6,3
-1,-1
6,5
6,6
-1,-1
7,0
7,1
7,2
-1,-1
7,4
7,5
7,6
7,7
